,product_name
779,tortitas auchan milho chocolate preto 4x
780,leite mimosa uht magro 3x
781,arroz agulha auchan extra longo suriname
782,pepinos auchan pequenos 350(185)g
783,pimenta margão preta grão saqueta
784,infusão tetley menta
785,chocolate auchan leite com avelãs inteiras
786,tomate compal da horta concentrado bisnaga
787,bebida alpro de aveia sem açúcar
788,arroz sushi caçarola branqueado
789,iogurte activia bifidus cremoso lima e limão 4x
790,bebida auchan soja sem glúten
791,tagliatelle delverde selection longo
792,paloco polegar pacífico desfiado
793,mirtilos auchan ultracongelados
794,pizza auchan extra fina royale
795,bolo manhazitos recheado leite
796,fusilli auchan bio
797,penne auchan bio
798,gelado vegan swee bolo chocolate e brownie
799,massa auchan chinesa com ovos
800,pão the rustik bakery cereais 400 g
801,queijo flamengo polegar pré- fatiado kg
802,esparguete auchan bio trigo integral
803,café delta em grão torrado chávena
804,cereais auchan mini cookies
805,bífidus auchan pedaços magro morango e ameixas 8x
806,iogurte grego oikos natural r
807,mini tostas auchan integral
808,bolacha auchan de manteiga galettes bretonnes
809,juliana de legumes auchan ultracongelada
810,queijo creme philadelphia light r
811,iogurte líquido+proteína auchan morango
812,cereais fibra weetabix minis chocolate
813,postas auchan pescada msc nºa cozer
814,iogurte auchan copo de vidro natural açúcarado 2x
815,caramelos polegar de fruta
816,azeite auchan bio virgem extra
817,massas milaneza helices
818,farinha maizena
819,puré batata auchan
820,iogurte corpos danone magro líquido água côco 4x
821,bolacha auchan digestivas
822,colorau-pimentão auchan doce
823,bolachas salgadas auchan redondas
824,iogurte oikos danone grego cheesecake de mirtilo 4x
825,salsichas hotdog auchan s/pele fumadas 470(300)g
826,cebola auchan cortada
827,cogumelos compal cortados da horta
828,margarina auchan vegetal 3-4
829,feijão compal da horta branco
830,natas parmalat uht culinária
831,atum ramirez milho e feijão vermelho
832,iogurte activia bifidus aveia nozes 8x
833,iogurte sólido lindahls framboesa
834,bolachas oreo recheadas tubo halloween
835,canela auchan frasco 32 g
836,óleo alimentar girassol fula 3 às equilibrio
837,creme liégeois auchan chocolate e nata 4x
838,alho moído margão saqueta
839,iogurte yoggi líquido limonada 4x
840,folhas blue dragon de alga sushi nori
841,queijo limiano fatias menos 50% gordura
842,nuggets iglo frango e queijo
843,entrecosto de porco piano indubeira congelado kg
844,iogurte auchan grego amora e framboesa 4x
845,caldo knorr marisco 8 cubos
846,tentaculos pota congelados kg
847,molho de soja kikkoman
848,pizza auchan cozedura pedra chorizo
849,massa delverde penne rigate selection
850,cevada auchan solúvel
851,tortitas auchan milho cobertura chocolate preto 4x
852,arroz agulhita extra longo
853,rabos pescada polegar ultracongelados
854,penne rigate auchan à mesa em itália 500 g
855,skyr 0% auchan+proteína natural
856,cápsulas café dg auchan barista int.9
857,gelado auchan menta e chocolate
858,queijo fresco auchan magro 4x
859,queijo de cabra fresco auchan
860,iogurte yoggi líquido sem lactose frutos silvestres 4x
861,nuggets iglo capitão frango estra americano
862,pinças auchan de caranguejo panadas
863,iogurte liquido yopro pessego maragujá
864,salsa auchan picada
865,tortilhas auchan base de milho natura com óleo girassol
866,bolacha auchan digestive aveia
867,bombons ferrero rocher tipo 30
868,bolo bollycao recheado
869,iogurte oikos danone grego morango 4x
870,doce extra auchan 4 frutos vermelhos
871,farinha de trigo nacional p/bolos
872,iogurte liq.magro mimosa frt silvestres 8x
873,coentros auchan moídos saqueta
874,caldo knorr galinha 24 cubos
875,camarão vannamei 20/30 cru congelado kg
876,nata auchan uht para bater
877,tomate em pedaços guloso
878,bolacha gullon moment chocolate leite
879,queijo flamengo nova açores fatiado light
880,pizza auchan cozedura pedra hawai
881,bolacha auchan manteiga coberta chocolate branco
882,queijo campainha ralado 3 queijos r
883,flocos auchan cereais com mel
884,saqueta corny manga pêra e aveia
885,iogurte danone líquido tutti frutti 4x
886,couscous milaneza
887,bebida láctea+proteína auchan cacau
888,salsichas nobre lata i 250(120)g
889,miolo auchan de camarão 60/80
890,iogurte auchan grego pera e pêssego 4x
891,iogurte danonino para beber morango 4x
892,iogurte oikos danone grego manga e papaia 4x
893,gelatina royal melancia 0% de açúcar g
894,bacalhau auchan demolhado lombos
895,ketchup heinz top down
896,iogurte danonino p/levar morango g
897,manteiga terra nostra com sal
898,gelado auchan cone nata morango 6x
899,chocolate milka leite
900,morangos agroaguiar vermelho 300 g
901,massa nacional cotovelinhos
902,filete brasmar peixe gato riscado
903,napolitanas hiper delícia creme baunilha
904,biscoito piraquê maizena
905,pudim polegar flan baunilha e caramelo 4x
906,atum em óleo bom petisco 200(130)g
907,manteiga mimosa sem lactose
908,molho barilla tomate e ricotta
909,espinafres auchan picados em porções
910,tentáculos polegar de pota congelado
911,barras nacional cereais chocolate negro
912,queijo flamengo auchan ralado sem lactose 150
913,cápsulas nicola nsp descafeinado id
914,iogurte yoggi líquido sem lactose morango 4x
915,alho auchan laminado
916,crocantes iglo frango cordon bleu
917,chocolate negro auchan culinária 52%
918,crocantes iglo frango com parmesão
919,queijo terra nostra ralado
920,queijo flamengo terra nostra fatias
921,miolo de camarão pescanova grande 40-60
922,queijo mozzarella bufala dop auchan à mesa em itália
923,gelatina auchan limão 4x
924,bolo manhazitos planetus - 50% açúcares
925,yofu alpro natural sem açúcar
926,caldo auchan galinha
927,queijo edam auchan barra fatiado kg
928,iogurte sólido lindahls limão cookies
929,bolacha auchan cookies 0% açúcares adicionados
930,paloco riberalves pacifico desfiado msc
931,coentros margão ervas aromáticas
932,polpa fruta native açaí zero açúcar
933,massa milaneza espirais
934,natas parmalat uht ervas aromáticas
935,pão panrico de forma económico
936,massa barilla fusilli
937,pizza auchan extra fina divina mozzarella
938,farinha nacional t65 sem fermento
939,bolachas cuétara marinheiros chia
940,massa milaneza linguini
941,pastéis bacalhau auchan p/ forno
942,croutons picagrill tostados com alho e salsa
943,atum ao natural ramirez 120(84)g
944,arroz risotto auchan
945,cereais auchan recheados com leite
946,atum em azeite ramirez +10%gratis 120(86)g
947,creme nutella de barrar
948,creme vegetal planta p/barrar original
949,sardinha petinga ramirez em tomate
950,alecrim auchan bio frasco
951,leite sem lactose mimosa cacau mais proteína 3x
952,pao bimbo integral sem côdea
953,sal origens rosa himalaias grosso
954,leite de pastagem milhafre magro
955,ovos auchan codorniz 1 dúzia
956,bacalhau riberalves desfiado msc
957,bolacha auchan waffer recheio nata
958,pipocas micro-ondas auchan com sal (g)
959,tiras auchan de milho sabor churrasco
960,pão bimbo com côdea especial torradas
961,caprichos pescanova do mar sem glúten
962,gelado auchan 3 chocolates
963,gengibre moido auchan desidratado frasco 27 g
964,chocolate pantagruel em pó
965,leite matinal magro uht seleccionado leve
966,polpa compal da horta tomate com cebola e alho
967,pão ralado espiga com alho e salsa
968,queijo auchan mozzarella bio fresca
969,queijo roquefort auchan fatias
970,bifidus danone activia líquido morango 4x
971,atum em azeite tenório 120(78)g
972,cápsulas de café auchan compatíveis com máquinas nespresso expresso classique
973,manteiga amendoim auchan 100% & cremosa
974,temperos knorr alho e coentros 8cubos
975,esparguete auchan bio
976,iogurte liquido sem lactose mimosa magro morango 4x
977,croutons auchan com alho
978,esparguete auchan á mesa em itália 500 g
979,café delta moido brasil
980,queijo flamengo bola agros quartos 350 g
981,red fish medio congelado sem cabeça kg
982,bifidus danone activia líquido morango e kiwi 0% 4x
983,gelo auchan saco
984,creme barrar bio naturefoods pistachos 100 g
985,pizza auchan cozedura pedra carbonara
986,creme becel vegetal culinária
987,creme nutella barrar
988,queijo castelões meio gordo sem lactose fatiado
989,arroz cigala basmati pronto a comer brajma 2x
990,queijo flamengo limiano fatias 200 g
991,chá tetley verde
992,salsichas porco nobre suculentas frasco 650(350)g
993,mistura auchan 5 bagas moínho
994,bicarbonato cimarrom sódio
995,batatas auchan duchesse congeladas
996,arroz carolino cigala
997,bagels bimbo clássico
998,batata auchan doce cubos
999,feijão auchan verde cortado
1000,gelatina royal frutos tropicais light 10 kcal
1001,cream cracker auchan
1002,tostas auchan de trigo
1003,batatas sr.basílio fritas palha
1004,iogurte oikos grego com pedaços de côco 4x
1005,marmelada auchan extra
1006,leite em pó molico milk powder
1007,chocolate auchan leite dos alpes extrafino
1008,polpa de tomate guloso
1009,aperitivo auchan base batata sabor cebola
1010,yofu alpro soja polpa 4x
1011,panquecas congeladas auchan
1012,iogurte yopro mirtilo
1013,flor de sal marnoto saco zip
1014,canela auchan moida
1015,douradinhos iglo peixe
1016,bebida láctea+proteína auchan baunilha
1017,probiótico actimel natural 0% 12x
1018,feijão compal da horta manteiga
1019,requeijão mabiju cremoso
1020,coentros auchan picados
1021,grão auchan seco
1022,queijo matinal fresco magro g
1023,queijo valformoso flamengo açores fatiado
1024,fusilli auchan à mesa em itália
1025,queijo ralado para pizza president
1026,camarão vannamei 60/80 cru congelado kg
1027,iogurte auchan líquido magro lima limão
1028,madalenas aurora mix laranja e chocolate
1029,leite terra nostra pastagem inteiro
1030,gomas buono mini mix acido
1031,bolacha auchan trigo com relevo
1032,pimenta auchan branca moída
1033,farinha trigo auchan de força
1034,conchas milaneza
1035,creme de leite nestlé
1036,clara líquida dovo past
1037,nata mimosa uht cremosa sem lactose
1038,bolacha cuétara flakes nocilla
1039,infusão tetley lucia lima
1040,baguete -25% sal
1041,posta pescanova pescada cabo n.º a cozer
1042,doce auchan extra 50% frutos alperce
1043,bolacha auchan de manteiga
1044,amendoim com casca torrado auchan
1045,croquetes polegar carne
1046,fruta compal essencial super kids 3x
1047,pimenta auchan preta grão
1048,bolacha auchan integral
1049,douradinhos iglo frango
1050,bolacha auchan manteiga coberta chocolate preto
1051,queijo mozzarella galbani
1052,barras auchan crousty cereais figo
1053,infusão tetley camomila
1054,caldo knorr para massas 8 cubos
1055,arroz agulha vida auchan extra longo branqueado cultivamos o bom
1056,cápsulas delta q café mythiq
1057,hambúrgueres dop auchan mmm! 100% bovino alentejano
1058,salsichas nobre lata i 350(200)g
1059,patê sardinha auchan 4x
1060,iogurte berchtesgadener land banana c/ bolas chocolate bio
1061,bebida auchan soja baunilha
1062,filete atum ramirez c/ limão 120(78)g
1063,probiótico auchan l-casei morango 6x
1064,iogurte líquido sem lactose mimosa morango banana 8x
1065,bebida auchan soja chocolate
1066,queijo flamengo polegar fatias light
1067,iogurte líquido+proteína auchan tropical
1068,bolacha prince mini
1069,vinagre paladin de sidra
1070,leite uht gresso magro
1071,cookies rolo triplo chocolate
1072,feijão manteiga valfrutta cozido ao vapor (140)g
1073,doce bonne maman intense fr verm
1074,pimenta margão preta moída saqueta
1075,cápsulas café dg auchan expresso int.7
1076,iogurte oikos danone grego natural açúcarado 4x
1077,cereais nestlé estrelitas mel 550 g
1078,azeitona verde auchan inteira manzanilha 350(210)g
1079,iogurte corpos danone magro líquido morango e framboesa 4x
1080,bolacha cuétara tosta rica choco guay
1081,banha qtª da marinha pato
1082,pimentão margão doce colorau
1083,queijo flamengo auchan à mesa em portugal 1/4 açores un
1084,iogurte corpos danone magro líquido morango 4x
1085,azeite moura dop virgem auchan amp cob 3 l
1086,tostas auchan finas trigo sem óleo palma
1087,cápsulas dolce gusto sical
1088,leite ucal com chocolate garrafa 6x
1089,creme vaqueiro vegetal culinária clássico
1090,rissóis polegar camarão
1091,massinhas milaneza conchas tricolores
1092,vinagre gallo sidra frutos vermelhos
1093,iogurte yoggi líquido banana 4x
1094,vinagre auchan vinho tinto 6º
1095,manteiga president la motte com sal marinho
1096,leite mimosa uht gordo 3x
1097,sobremesa fruta andros s/aucar maçã pera 4x
1098,hamburgueres polegar 60% bovino
1099,pastilha auchan elástica hortelã sem açúcar
1100,farinha de trigo auchan à mesa em portugal alentejo
1101,iogurte sólido lindahls pessego maracuja
1102,salsichas peru nobre cuida-t+ 430(210)g
1103,café delta moido máquina lote chávena
1104,flocos nestum zero mel
1105,linguine auchan à mesa em itália 500 g
1106,maionese calvé top down xxl
1107,azeite virgem extra superior dop rosmaninho
1108,flocos cem porcento aveia finos sem glúten
1109,flocos cereais nestum proteína morango 250 g
1110,batatas fritas ruffles presunto
1111,pão auchan forma sem glúten
1112,creme polegar para barrar cacau com avelãs
1113,queijo mature cheddar kerrygold 200 g
1114,gelado auchan doce de leite
1115,farinha de trigo branca de neve super fina
1116,alga miyata nori
1117,iogurte mimosa líquido sem lactose morango 4x
1118,barras auchan crousty cereais maçã verde
1119,tempero knorr alho e pimentão louro 8cubos
1120,iogurte yoggi líquido morango e banana 4x
1121,gomas trolli tarantulas
1122,queijo parmesã grana padano galbani ralado
1123,massa barilla penne rigate
1124,cápsulas kaffa café sk fado intensidade 12
1125,iogurte mimosa aroma coco 4x
1126,massa cigala noodles banzai sabor a galinha
1127,banha auchan de porco
1128,óleo sésamo kikkoman tostado
1129,preparado auchan de soja framboesa e maracujá 4x
1130,hambúrgueres dop auchan mmm! 100% bovino alentejano
1131,edamame auchan
1132,batatas pála pála fritas palha
1133,molho nata mimosa p/massas
1134,tortitas salutem milho mini (8x) 120 g
1135,yofu alpro proteína frutos vermelhos
1136,massa koka instantânea cogumelos
1137,barras kellogg's special k cereais frutos vermelhos
1138,azeite oliveira da serra virgem extra selecão azeitonas verdes
1139,creme joya vegetal de soja culinária bio
1140,iogurte mimosa batido polpa morango 4x
1141,lentilhas auchan em lata (130)g
1142,iogurte auchan bio aroma baunilha 8x
1143,cereais nacional criança chocomax
1144,azeite gallo virgem extra clássico
1145,goma fini caveiras
1146,alho francês auchan bio rodelas 600 g
1147,azeitona verde tremoceira recheada 360(200)g
